STATEFIPS,STATE,CONG_DISTRICT,agi_stub,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
22,LA,01,5,47760.0000,22800.0000,16200.0000,7420.0000,44310.0000,1750.0000,25040.0000,32480.0000,1900.0000,89170.0000,360.0000,170.0000,190.0000,0.0000,7420.0000,14500.0000,2939174.0000,47760.0000,2967832.0000,39610.0000,2199312.0000,15500.0000,12838.0000,9270.0000,32296.0000,8760.0000,22071.0000,1110.0000,814.0000,8870.0000,98862.0000,9210.0000,52331.0000,5810.0000,93788.0000,10580.0000,270898.0000,213.0000,2900.0000,25299.0000,10190.0000,159586.0000,2490.0000,21371.0000,10710.0000,28658.0000,1520.0000,379.0000,130.0000,1363.0000,1210.0000,7105.0000,1010.0000,5231.0000,2190.0000,1866.0000,17550.0000,6223.0000,42610.0000,778134.0000,42610.0000,759831.0000,9110.0000,18303.0000,5150.0000,167812.0000,322617.0000,1370.0000,25764.0000,2380.0000,6749.0000,560.0000,1229.0000,2170.0000,5990.0000,560.0000,1041.0000,2940.0000,13050.0000,2990.0000,13613.0000,2030.0000,16635.0000,40.0000,306.0000,70.0000,109.0000,720.0000,1451.0000,60.0000,188.0000,2310.0000,14850.0000,2640.0000,85922.0000,8570.0000,22471.0000,47390.0000,1977424.0000,47220.0000,235957.0000,0.0000,0.0000,840.0000,1247.0000,11840.0000,9512.0000,2690.0000,211.0000,180.0000,280.0000,2550.0000,3203.0000,3020.0000,535.0000,4890.0000,3957.0000,680.0000,870.0000,6030.0000,20073.0000,1600.0000,14582.0000,1650.0000,14909.0000,46580.0000,324693.0000,740.0000,440.0000,40.0000,21.0000,11240.0000,35145.0000,1620.0000,1440.0000,700.0000,1026.0000,460.0000,2195.0000,1980.0000,4587.0000,500.0000,2608.0000,3260.0000,5318.0000,45370.0000,121452.0000,46700.0000,226444.0000,47010.0000,248348.0000,0.0000,0.0000,0.0000,0.0000,12690.0000,29525.0000,34940.0000,105674.0000,34170.0000,101035.0000,1000.0000,4607.0000
22,LA,01,6,31650.0000,10260.0000,17460.0000,3260.0000,29160.0000,1250.0000,17990.0000,19700.0000,1340.0000,68430.0000,100.0000,40.0000,70.0000,0.0000,3690.0000,11030.0000,2745709.0000,31650.0000,2771239.0000,26190.0000,1974864.0000,13400.0000,13657.0000,8470.0000,38629.0000,8040.0000,26132.0000,1170.0000,1098.0000,6460.0000,78077.0000,8270.0000,65666.0000,5060.0000,109750.0000,8550.0000,266372.0000,197.0000,1760.0000,14785.0000,8070.0000,169699.0000,2530.0000,23806.0000,7730.0000,25530.0000,1090.0000,293.0000,160.0000,1805.0000,1020.0000,7180.0000,710.0000,4225.0000,1390.0000,1004.0000,13260.0000,5363.0000,26920.0000,563225.0000,26920.0000,548918.0000,6870.0000,14307.0000,4730.0000,162157.0000,412004.0000,1010.0000,20612.0000,2400.0000,9110.0000,390.0000,982.0000,2280.0000,7012.0000,520.0000,581.0000,2800.0000,15721.0000,2820.0000,16014.0000,2120.0000,18163.0000,60.0000,404.0000,90.0000,125.0000,690.0000,1584.0000,50.0000,183.0000,2170.0000,14662.0000,2370.0000,81921.0000,7160.0000,22415.0000,31490.0000,1999442.0000,31380.0000,259909.0000,0.0000,0.0000,440.0000,951.0000,7680.0000,7714.0000,2670.0000,308.0000,230.0000,397.0000,1910.0000,2364.0000,0.0000,0.0000,3720.0000,3334.0000,540.0000,720.0000,4490.0000,16235.0000,610.0000,5280.0000,680.0000,5942.0000,31110.0000,321441.0000,0.0000,0.0000,0.0000,0.0000,8460.0000,26839.0000,1220.0000,1060.0000,210.0000,356.0000,200.0000,914.0000,1860.0000,4625.0000,250.0000,1255.0000,2100.0000,3675.0000,27810.0000,88150.0000,31210.0000,252195.0000,31320.0000,270008.0000,20.0000,8.0000,0.0000,0.0000,9970.0000,31375.0000,21570.0000,82591.0000,20810.0000,76500.0000,980.0000,5924.0000
22,LA,01,7,56140.0000,9590.0000,42900.0000,2910.0000,51760.0000,2360.0000,33970.0000,30080.0000,2810.0000,144050.0000,100.0000,30.0000,70.0000,0.0000,4030.0000,19330.0000,7735651.0000,56140.0000,7816435.0000,48040.0000,5516938.0000,30460.0000,39465.0000,21020.0000,135077.0000,20160.0000,95835.0000,3130.0000,3693.0000,12930.0000,233927.0000,20860.0000,298113.0000,10450.0000,351968.0000,16170.0000,621677.0000,571.0000,2510.0000,20130.0000,13380.0000,345626.0000,7470.0000,195369.0000,16850.0000,80784.0000,2620.0000,703.0000,700.0000,12203.0000,2550.0000,23748.0000,1720.0000,10874.0000,2990.0000,2251.0000,26940.0000,12268.0000,44620.0000,1045577.0000,44620.0000,1021674.0000,11020.0000,23904.0000,11520.0000,431566.0000,1641895.0000,1660.0000,35731.0000,6550.0000,39893.0000,640.0000,2207.0000,6240.0000,24015.0000,1130.0000,1129.0000,7180.0000,56539.0000,7220.0000,56700.0000,5820.0000,57674.0000,90.0000,719.0000,260.0000,318.0000,170.0000,186.0000,260.0000,1456.0000,6920.0000,52514.0000,5650.0000,205892.0000,17170.0000,83278.0000,55990.0000,6170665.0000,55930.0000,921038.0000,70.0000,255.0000,520.0000,2022.0000,17970.0000,19912.0000,7660.0000,1799.0000,680.0000,1076.0000,4280.0000,5374.0000,0.0000,0.0000,8450.0000,8110.0000,1010.0000,980.0000,9370.0000,44987.0000,530.0000,3700.0000,670.0000,5552.0000,55570.0000,1013540.0000,0.0000,0.0000,0.0000,0.0000,18740.0000,57627.0000,3010.0000,2631.0000,130.0000,241.0000,250.0000,975.0000,5250.0000,11347.0000,320.0000,1416.0000,4040.0000,8980.0000,42290.0000,156242.0000,55790.0000,901126.0000,55910.0000,951822.0000,550.0000,231.0000,220.0000,116.0000,22050.0000,111299.0000,33940.0000,172278.0000,31640.0000,149942.0000,2890.0000,22336.0000
22,LA,01,8,20960.0000,2560.0000,17580.0000,600.0000,19060.0000,990.0000,15380.0000,6150.0000,1100.0000,57700.0000,0.0000,0.0000,0.0000,0.0000,470.0000,7980.0000,6107829.0000,20960.0000,6219664.0000,17580.0000,3548735.0000,15480.0000,43417.0000,13000.0000,198176.0000,12610.0000,150710.0000,1110.0000,1984.0000,6030.0000,300967.0000,13160.0000,565910.0000,4780.0000,281587.0000,5790.0000,339802.0000,328.0000,540.0000,4100.0000,4910.0000,147866.0000,7180.0000,678075.0000,7640.0000,111835.0000,580.0000,146.0000,1330.0000,41315.0000,2510.0000,32719.0000,480.0000,4693.0000,0.0000,0.0000,9630.0000,4685.0000,12980.0000,316592.0000,12980.0000,308516.0000,3680.0000,8076.0000,7980.0000,350242.0000,2423368.0000,530.0000,16031.0000,6120.0000,83343.0000,360.0000,1218.0000,5780.0000,36471.0000,710.0000,723.0000,6480.0000,62540.0000,6500.0000,62530.0000,5380.0000,77102.0000,90.0000,882.0000,300.0000,291.0000,0.0000,0.0000,550.0000,5199.0000,6470.0000,73718.0000,2630.0000,103674.0000,11140.0000,141574.0000,20940.0000,5296450.0000,20930.0000,1020285.0000,80.0000,888.0000,140.0000,1053.0000,9580.0000,13821.0000,6160.0000,3249.0000,360.0000,328.0000,0.0000,0.0000,0.0000,0.0000,3480.0000,4017.0000,360.0000,386.0000,5410.0000,51048.0000,0.0000,0.0000,150.0000,1301.0000,20730.0000,1039858.0000,0.0000,0.0000,0.0000,0.0000,6440.0000,12934.0000,0.0000,0.0000,0.0000,0.0000,130.0000,538.0000,1930.0000,2320.0000,150.0000,663.0000,0.0000,0.0000,4930.0000,15725.0000,20920.0000,1006464.0000,20950.0000,1084708.0000,7890.0000,6426.0000,10960.0000,15773.0000,11280.0000,164606.0000,9600.0000,118567.0000,6840.0000,61221.0000,3180.0000,57346.0000
22,LA,01,9,6240.0000,720.0000,5270.0000,160.0000,5630.0000,290.0000,5630.0000,910.0000,340.0000,17510.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2690.0000,9709650.0000,6240.0000,9797231.0000,5090.0000,2391445.0000,5700.0000,114630.0000,5140.0000,401163.0000,5040.0000,321550.0000,190.0000,1672.0000,2230.0000,272521.0000,5320.0000,3123566.0000,1310.0000,114558.0000,1260.0000,97901.0000,167.0000,60.0000,498.0000,1420.0000,47815.0000,4400.0000,2872441.0000,3410.0000,87581.0000,60.0000,15.0000,730.0000,31560.0000,1600.0000,26261.0000,190.0000,2100.0000,0.0000,0.0000,2070.0000,1027.0000,2490.0000,60799.0000,2490.0000,58945.0000,850.0000,1855.0000,3750.0000,407472.0000,7030830.0000,40.0000,2882.0000,3360.0000,203090.0000,180.0000,629.0000,3030.0000,36793.0000,200.0000,243.0000,3540.0000,35102.0000,3550.0000,39111.0000,2550.0000,46467.0000,70.0000,1221.0000,160.0000,119.0000,0.0000,0.0000,920.0000,21867.0000,3460.0000,214224.0000,930.0000,51925.0000,4380.0000,387003.0000,6240.0000,8836157.0000,6240.0000,2377618.0000,420.0000,6648.0000,0.0000,0.0000,3590.0000,39218.0000,3220.0000,10101.0000,40.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,236.0000,2490.0000,42245.0000,0.0000,0.0000,0.0000,0.0000,6170.0000,2587519.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,150.0000,0.0000,0.0000,30.0000,136.0000,0.0000,0.0000,630.0000,1974.0000,6240.0000,2338388.0000,6240.0000,2503802.0000,3900.0000,18395.0000,5540.0000,99723.0000,3080.0000,286236.0000,3110.0000,367028.0000,1140.0000,63465.0000,2200.0000,288599.0000
22,LA,02,0,326040.0000,173390.0000,58880.0000,88440.0000,302970.0000,11770.0000,171650.0000,244760.0000,8410.0000,577570.0000,7740.0000,7050.0000,690.0000,2460.0000,93730.0000,69110.0000,17698795.000,320610.0000,17891883.000,256190.0000,12067593.000,63750.0000,91979.0000,34960.0000,343747.0000,33050.0000,266867.0000,6870.0000,7380.0000,88630.0000,549245.0000,35070.0000,1442685.0000,17770.0000,432635.0000,48810.0000,1266008.0000,620.0000,43590.0000,441211.0000,31710.0000,447769.0000,12230.0000,979740.0000,75160.0000,193088.0000,6090.0000,1538.0000,1280.0000,35017.0000,4630.0000,33898.0000,2990.0000,14498.0000,8200.0000,7267.0000,88290.0000,30141.0000,288310.0000,4769964.0000,288310.0000,4692779.0000,39910.0000,77185.0000,29240.0000,1121884.0000,4973746.0000,7600.0000,120735.0000,17410.0000,144724.0000,2710.0000,8019.0000,14050.0000,60557.0000,4590.0000,9324.0000,20360.0000,123746.0000,20500.0000,126603.0000,13280.0000,125636.0000,390.0000,2645.0000,480.0000,703.0000,2480.0000,5272.0000,690.0000,8979.0000,17760.0000,256195.0000,12050.0000,402465.0000,42380.0000,242982.0000,234960.0000,12541589.000,234160.0000,2162094.0000,250.0000,3210.0000,2540.0000,3806.0000,71740.0000,76727.0000,10670.0000,6894.0000,930.0000,1153.0000,17830.0000,17255.0000,21640.0000,4498.0000,26600.0000,18010.0000,4110.0000,6089.0000,56270.0000,152890.0000,7880.0000,57714.0000,8290.0000,58376.0000,312270.0000,3231258.0000,122060.0000,309288.0000,103770.0000,244332.0000,93550.0000,280628.0000,17890.0000,16423.0000,4920.0000,4599.0000,19940.0000,78881.0000,23310.0000,58740.0000,20520.0000,94683.0000,29150.0000,49246.0000,275110.0000,715729.0000,217600.0000,2084411.0000,244380.0000,2305263.0000,5120.0000,8321.0000,6110.0000,44821.0000,54290.0000,309335.0000,263930.0000,1233036.0000,260200.0000,1116671.0000,4540.0000,112269.0000
22,LA,02,1,8460.0000,6020.0000,910.0000,1380.0000,7110.0000,510.0000,3620.0000,5700.0000,170.0000,13060.0000,110.0000,110.0000,0.0000,0.0000,1960.0000,2100.0000,-484180.0000,3030.0000,-481213.0000,1020.0000,45461.0000,970.0000,6095.0000,590.0000,5784.0000,550.0000,6475.0000,50.0000,92.0000,1940.0000,-44499.0000,820.0000,49336.0000,180.0000,2063.0000,320.0000,5455.0000,55.0000,400.0000,4298.0000,0.0000,0.0000,770.0000,-158035.0000,750.0000,2967.0000,30.0000,8.0000,0.0000,0.0000,140.0000,1051.0000,30.0000,166.0000,110.0000,135.0000,1290.0000,393.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,229.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,380.0000,1039.0000,230.0000,2301.0000,250.0000,2166.0000,5830.0000,44236.0000,1480.0000,4296.0000,1410.0000,4125.0000,1850.0000,6409.0000,260.0000,241.0000,200.0000,227.0000,640.0000,6113.0000,0.0000,0.0000,640.0000,6704.0000,2170.0000,3714.0000,6280.0000,14344.0000,20.0000,98.0000,520.0000,2211.0000,40.0000,42.0000,0.0000,0.0000,170.0000,558.0000,5740.0000,42579.0000,5600.0000,36439.0000,170.0000,3897.0000
22,LA,02,2,40630.0000,31380.0000,1910.0000,7000.0000,36700.0000,2200.0000,20430.0000,31010.0000,670.0000,53410.0000,1230.0000,1120.0000,100.0000,680.0000,11960.0000,6640.0000,221290.0000,40630.0000,227040.0000,27270.0000,163138.0000,3730.0000,1241.0000,1670.0000,1859.0000,1540.0000,1250.0000,80.0000,50.0000,11850.0000,27430.0000,1720.0000,1622.0000,880.0000,3734.0000,2780.0000,14826.0000,0.0000,3670.0000,25011.0000,80.0000,239.0000,390.0000,-1244.0000,9770.0000,5750.0000,100.0000,23.0000,0.0000,0.0000,190.0000,583.0000,70.0000,201.0000,300.0000,288.0000,5970.0000,1647.0000,40210.0000,538785.0000,40210.0000,529948.0000,4750.0000,8837.0000,410.0000,10464.0000,2224.0000,150.0000,2363.0000,100.0000,190.0000,100.0000,88.0000,120.0000,365.0000,30.0000,26.0000,230.0000,573.0000,230.0000,733.0000,110.0000,964.0000,0.0000,0.0000,0.0000,0.0000,20.0000,53.0000,0.0000,0.0000,150.0000,296.0000,190.0000,5289.0000,50.0000,13.0000,590.0000,1556.0000,530.0000,189.0000,0.0000,0.0000,80.0000,32.0000,100.0000,11.0000,50.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9170.0000,6992.0000,610.0000,4892.0000,650.0000,4805.0000,35770.0000,115524.0000,25130.0000,41717.0000,24440.0000,36279.0000,8290.0000,27787.0000,2200.0000,1987.0000,470.0000,389.0000,2780.0000,9567.0000,1230.0000,2267.0000,2810.0000,11813.0000,5940.0000,9852.0000,28550.0000,62860.0000,510.0000,181.0000,10050.0000,7344.0000,0.0000,0.0000,0.0000,0.0000,2130.0000,980.0000,35150.0000,109156.0000,35000.0000,108859.0000,170.0000,292.0000
22,LA,02,3,94940.0000,52930.0000,4960.0000,36210.0000,89910.0000,2840.0000,50820.0000,83170.0000,1450.0000,168790.0000,2730.0000,2520.0000,210.0000,1370.0000,39230.0000,14940.0000,1618331.0000,94940.0000,1643210.0000,70320.0000,1158271.0000,8740.0000,3157.0000,2960.0000,4882.0000,2720.0000,3203.0000,340.0000,267.0000,33440.0000,109386.0000,3150.0000,7053.0000,2070.0000,16653.0000,8980.0000,104229.0000,46.0000,22600.0000,240704.0000,4050.0000,7925.0000,770.0000,-4163.0000,24500.0000,24879.0000,700.0000,169.0000,50.0000,324.0000,420.0000,1199.0000,320.0000,944.0000,1060.0000,954.0000,18220.0000,5294.0000,93070.0000,1466639.0000,93070.0000,1448097.0000,10020.0000,18542.0000,1860.0000,48183.0000,34552.0000,770.0000,10547.0000,720.0000,926.0000,270.0000,407.0000,440.0000,1137.0000,240.0000,486.0000,1050.0000,2586.0000,1060.0000,2795.0000,410.0000,3043.0000,0.0000,0.0000,0.0000,0.0000,120.0000,275.0000,0.0000,0.0000,800.0000,4357.0000,900.0000,22994.0000,9710.0000,6837.0000,54670.0000,256587.0000,54370.0000,25743.0000,0.0000,0.0000,250.0000,108.0000,15510.0000,4877.0000,290.0000,13.0000,90.0000,30.0000,5210.0000,2294.0000,6140.0000,1231.0000,3670.0000,1116.0000,350.0000,161.0000,22170.0000,36333.0000,2330.0000,17032.0000,2380.0000,16270.0000,92060.0000,502288.0000,68700.0000,199459.0000,59170.0000,164957.0000,35580.0000,110953.0000,6910.0000,6452.0000,1770.0000,1316.0000,10000.0000,28288.0000,9690.0000,26279.0000,10310.0000,34208.0000,10090.0000,17165.0000,84650.0000,222764.0000,44070.0000,20869.0000,58920.0000,58058.0000,0.0000,0.0000,0.0000,0.0000,5700.0000,5871.0000,87880.0000,450064.0000,87660.0000,449055.0000,290.0000,979.0000
22,LA,02,4,83700.0000,44380.0000,8940.0000,28780.0000,78490.0000,2520.0000,40980.0000,66800.0000,1990.0000,146980.0000,2550.0000,2350.0000,200.0000,410.0000,26690.0000,16700.0000,2992860.0000,83700.0000,3019421.0000,72210.0000,2465763.0000,12120.0000,4516.0000,5270.0000,10345.0000,4870.0000,6863.0000,1070.0000,748.0000,19230.0000,62584.0000,5260.0000,17251.0000,3160.0000,34894.0000,12410.0000,240100.0000,71.0000,11060.0000,118375.0000,9130.0000,59622.0000,1380.0000,8313.0000,15620.0000,26561.0000,1860.0000,454.0000,60.0000,544.0000,700.0000,2775.0000,810.0000,2867.0000,2470.0000,2319.0000,23880.0000,7317.0000,77970.0000,1269965.0000,77970.0000,1251507.0000,9710.0000,18458.0000,5720.0000,168669.0000,217079.0000,2480.0000,35367.0000,2850.0000,4636.0000,730.0000,1596.0000,1760.0000,3742.0000,1090.0000,2656.0000,3650.0000,11756.0000,3700.0000,12599.0000,1520.0000,9566.0000,90.0000,372.0000,30.0000,72.0000,630.0000,1568.0000,50.0000,184.0000,3040.0000,22840.0000,2510.0000,72353.0000,10540.0000,21685.0000,82030.0000,1545870.0000,81720.0000,167116.0000,0.0000,0.0000,1020.0000,641.0000,28670.0000,19084.0000,1060.0000,61.0000,220.0000,226.0000,7060.0000,7906.0000,13920.0000,2994.0000,10300.0000,6069.0000,1480.0000,1653.0000,10110.0000,26615.0000,3160.0000,22649.0000,3160.0000,21959.0000,81860.0000,427631.0000,26410.0000,63634.0000,18750.0000,38971.0000,25520.0000,74080.0000,4990.0000,4564.0000,1880.0000,1724.0000,4550.0000,22354.0000,6550.0000,17301.0000,4720.0000,26686.0000,5620.0000,9144.0000,79010.0000,201626.0000,76110.0000,148032.0000,77590.0000,176241.0000,20.0000,33.0000,0.0000,0.0000,12710.0000,19551.0000,70670.0000,270810.0000,70360.0000,269374.0000,420.0000,1436.0000
22,LA,02,5,39450.0000,20980.0000,8400.0000,8930.0000,36460.0000,1410.0000,19920.0000,27140.0000,1320.0000,66770.0000,790.0000,690.0000,100.0000,0.0000,7980.0000,10300.0000,2404673.0000,39450.0000,2423041.0000,34340.0000,1916234.0000,9640.0000,5145.0000,4900.0000,12539.0000,4580.0000,8639.0000,1420.0000,1234.0000,8080.0000,66794.0000,4840.0000,25489.0000,2930.0000,44685.0000,8140.0000,220055.0000,75.0000,2810.0000,26152.0000,6330.0000,91256.0000,1230.0000,13096.0000,8790.0000,18368.0000,1460.0000,364.0000,60.0000,555.0000,550.0000,2764.0000,560.0000,2371.0000,2020.0000,1869.0000,14110.0000,4731.0000,34000.0000,579197.0000,34000.0000,567904.0000,5850.0000,11293.0000,5450.0000,177986.0000,337697.0000,1910.0000,29304.0000,3070.0000,8071.0000,600.0000,1513.0000,2320.0000,5650.0000,1090.0000,2511.0000,3700.0000,16099.0000,3740.0000,16677.0000,2230.0000,15757.0000,70.0000,355.0000,50.0000,109.0000,860.0000,1761.0000,0.0000,0.0000,3130.0000,28983.0000,2290.0000,70505.0000,5770.0000,17652.0000,39050.0000,1636667.0000,38970.0000,199227.0000,0.0000,0.0000,630.0000,1004.0000,9620.0000,9595.0000,1270.0000,73.0000,130.0000,220.0000,2680.0000,3476.0000,1580.0000,273.0000,4960.0000,3657.0000,910.0000,1623.0000,4790.0000,16309.0000,990.0000,6920.0000,1070.0000,7421.0000,38690.0000,274451.0000,340.0000,182.0000,0.0000,0.0000,8240.0000,23374.0000,1660.0000,1546.0000,400.0000,552.0000,1310.0000,8539.0000,1900.0000,4975.0000,1310.0000,10055.0000,2560.0000,4110.0000,37150.0000,91381.0000,38550.0000,189632.0000,38770.0000,207458.0000,0.0000,0.0000,0.0000,0.0000,10290.0000,23960.0000,29080.0000,90796.0000,28800.0000,89301.0000,380.0000,1453.0000
22,LA,02,6,20090.0000,8200.0000,8110.0000,3280.0000,18600.0000,730.0000,11240.0000,12520.0000,770.0000,38180.0000,190.0000,160.0000,40.0000,0.0000,2960.0000,6280.0000,1733165.0000,20090.0000,1745811.0000,17290.0000,1304835.0000,7160.0000,4904.0000,4060.0000,14730.0000,3840.0000,10224.0000,1080.0000,1034.0000,4240.0000,46207.0000,3910.0000,30154.0000,2390.0000,49088.0000,5420.0000,177714.0000,54.0000,1350.0000,12096.0000,4310.0000,84411.0000,1130.0000,18000.0000,4370.0000,12646.0000,550.0000,144.0000,70.0000,777.0000,410.0000,2382.0000,330.0000,1872.0000,850.0000,593.0000,8070.0000,3141.0000,16130.0000,313187.0000,16130.0000,305918.0000,3550.0000,7269.0000,3960.0000,135091.0000,343112.0000,950.0000,14930.0000,2290.0000,8366.0000,380.0000,1425.0000,1970.0000,5347.0000,660.0000,1392.0000,2690.0000,15028.0000,2700.0000,15478.0000,1920.0000,14261.0000,60.0000,279.0000,60.0000,98.0000,680.0000,1422.0000,30.0000,80.0000,2220.0000,20885.0000,1730.0000,56291.0000,3710.0000,14095.0000,19950.0000,1273134.0000,19910.0000,172910.0000,30.0000,261.0000,260.0000,643.0000,4670.0000,5051.0000,1250.0000,140.0000,90.0000,163.0000,1130.0000,1348.0000,0.0000,0.0000,2520.0000,2084.0000,470.0000,956.0000,2590.0000,10506.0000,310.0000,2266.0000,370.0000,2741.0000,19770.0000,208143.0000,0.0000,0.0000,0.0000,0.0000,4260.0000,12327.0000,720.0000,606.0000,110.0000,188.0000,380.0000,2510.0000,990.0000,2461.0000,410.0000,3237.0000,1150.0000,1829.0000,17210.0000,48644.0000,19800.0000,167859.0000,19880.0000,179860.0000,20.0000,12.0000,0.0000,0.0000,6490.0000,21618.0000,13550.0000,49809.0000,13290.0000,47435.0000,350.0000,2368.0000
22,LA,02,7,28370.0000,7360.0000,17980.0000,2460.0000,26210.0000,1120.0000,16830.0000,15530.0000,1410.0000,64440.0000,140.0000,100.0000,40.0000,0.0000,2710.0000,8640.0000,3864115.0000,28370.0000,3896368.0000,25050.0000,2872665.0000,13880.0000,12992.0000,9150.0000,51986.0000,8740.0000,37157.0000,2230.0000,2670.0000,6620.0000,102955.0000,8900.0000,122492.0000,4140.0000,143978.0000,8120.0000,328923.0000,170.0000,1440.0000,12313.0000,5690.0000,139269.0000,2830.0000,75422.0000,7410.0000,32253.0000,1150.0000,313.0000,280.0000,5099.0000,890.0000,7013.0000,650.0000,4113.0000,1390.0000,1109.0000,12530.0000,5624.0000,21060.0000,465220.0000,21060.0000,455555.0000,4590.0000,9665.0000,7310.0000,267464.0000,1018643.0000,1140.0000,20697.0000,4630.0000,28079.0000,430.0000,2235.0000,4140.0000,15664.0000,1030.0000,1682.0000,5070.0000,39275.0000,5090.0000,40000.0000,4000.0000,36257.0000,90.0000,552.0000,150.0000,245.0000,170.0000,193.0000,110.0000,515.0000,4700.0000,43502.0000,3140.0000,111575.0000,7310.0000,36858.0000,28290.0000,3092689.0000,28260.0000,478832.0000,0.0000,0.0000,250.0000,1058.0000,8510.0000,9864.0000,3370.0000,834.0000,260.0000,391.0000,1750.0000,2231.0000,0.0000,0.0000,4080.0000,3739.0000,710.0000,1292.0000,4150.0000,21256.0000,250.0000,1654.0000,340.0000,2567.0000,28060.0000,516544.0000,0.0000,0.0000,0.0000,0.0000,7560.0000,21242.0000,1150.0000,1027.0000,90.0000,203.0000,220.0000,1209.0000,2140.0000,4521.0000,250.0000,1657.0000,1620.0000,3432.0000,19980.0000,67455.0000,28190.0000,468968.0000,28260.0000,493377.0000,420.0000,113.0000,140.0000,57.0000,11160.0000,58982.0000,17150.0000,81775.0000,16310.0000,72829.0000,1050.0000,8473.0000
22,LA,02,8,8350.0000,1700.0000,6170.0000,330.0000,7650.0000,340.0000,5970.0000,2620.0000,510.0000,20960.0000,0.0000,0.0000,0.0000,0.0000,240.0000,2610.0000,2374584.0000,8350.0000,2413236.0000,7120.0000,1455406.0000,5680.0000,14516.0000,4710.0000,67080.0000,4590.0000,51046.0000,520.0000,964.0000,2450.0000,120060.0000,4750.0000,203462.0000,1590.0000,95772.0000,2210.0000,140149.0000,97.0000,230.0000,2031.0000,1620.0000,47780.0000,2370.0000,227438.0000,2860.0000,38652.0000,240.0000,63.0000,480.0000,15174.0000,840.0000,9139.0000,160.0000,1405.0000,0.0000,0.0000,3620.0000,1707.0000,5080.0000,118596.0000,5080.0000,116059.0000,1170.0000,2537.0000,3270.0000,146066.0000,964114.0000,200.0000,7527.0000,2610.0000,34441.0000,130.0000,461.0000,2320.0000,14903.0000,370.0000,341.0000,2750.0000,26404.0000,2760.0000,26440.0000,2260.0000,30861.0000,40.0000,423.0000,130.0000,137.0000,0.0000,0.0000,190.0000,1123.0000,2570.0000,30495.0000,990.0000,43939.0000,3890.0000,44658.0000,8330.0000,2065205.0000,8320.0000,409354.0000,40.0000,517.0000,50.0000,320.0000,3430.0000,5807.0000,2280.0000,1450.0000,140.0000,123.0000,0.0000,0.0000,0.0000,0.0000,1070.0000,1345.0000,190.0000,404.0000,2070.0000,19516.0000,0.0000,0.0000,70.0000,447.0000,8210.0000,404566.0000,0.0000,0.0000,0.0000,0.0000,2250.0000,4456.0000,0.0000,0.0000,0.0000,0.0000,60.0000,301.0000,810.0000,936.0000,70.0000,323.0000,0.0000,0.0000,2010.0000,5929.0000,8310.0000,403546.0000,8340.0000,432985.0000,3400.0000,2703.0000,4180.0000,5487.0000,4600.0000,70719.0000,3710.0000,41801.0000,2840.0000,24453.0000,990.0000,17123.0000
