STATEFIPS,STATE,CONG_DISTRICT,agi_stub,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
05,AR,01,8,6850.0000,730.0000,5930.0000,130.0000,6520.0000,200.0000,5650.0000,1620.0000,280.0000,17900.0000,0.0000,0.0000,0.0000,0.0000,100.0000,2820.0000,1936572.0000,6850.0000,1966646.0000,5530.0000,1002577.0000,4980.0000,14877.0000,3380.0000,42558.0000,3270.0000,34385.0000,290.0000,423.0000,2000.0000,83564.0000,3840.0000,199969.0000,1480.0000,75212.0000,2100.0000,124250.0000,729.0000,120.0000,876.0000,2030.0000,59364.0000,2770.0000,260370.0000,2740.0000,30074.0000,260.0000,66.0000,180.0000,4488.0000,960.0000,10997.0000,240.0000,2459.0000,0.0000,0.0000,3130.0000,1610.0000,4620.0000,113870.0000,4620.0000,110631.0000,1430.0000,3238.0000,2230.0000,95457.0000,663342.0000,130.0000,1917.0000,2110.0000,32842.0000,100.0000,294.0000,1950.0000,6087.0000,1550.0000,1059.0000,2230.0000,21295.0000,2230.0000,21390.0000,1610.0000,16603.0000,0.0000,0.0000,70.0000,49.0000,0.0000,0.0000,190.0000,860.0000,2080.0000,43352.0000,140.0000,6060.0000,3680.0000,66742.0000,6850.0000,1658342.0000,6850.0000,312184.0000,0.0000,0.0000,60.0000,323.0000,2180.0000,2555.0000,1220.0000,260.0000,20.0000,12.0000,0.0000,0.0000,0.0000,0.0000,830.0000,626.0000,120.0000,318.0000,1960.0000,16713.0000,0.0000,0.0000,60.0000,348.0000,6580.0000,280124.0000,0.0000,0.0000,0.0000,0.0000,1990.0000,3722.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,330.0000,311.0000,0.0000,0.0000,0.0000,0.0000,2330.0000,7831.0000,6840.0000,309323.0000,6850.0000,334142.0000,1920.0000,1340.0000,3300.0000,4670.0000,4330.0000,82917.0000,2500.0000,27927.0000,1890.0000,16883.0000,730.0000,10074.0000
05,AR,01,9,1620.0000,200.0000,1370.0000,30.0000,1580.0000,30.0000,1540.0000,240.0000,70.0000,4230.0000,0.0000,0.0000,0.0000,0.0000,0.0000,720.0000,1927778.0000,1620.0000,1943687.0000,1330.0000,541182.0000,1420.0000,14984.0000,1090.0000,49773.0000,1060.0000,43214.0000,0.0000,0.0000,550.0000,63612.0000,1240.0000,364042.0000,290.0000,17106.0000,280.0000,16368.0000,234.0000,0.0000,0.0000,470.0000,14851.0000,1140.0000,621754.0000,900.0000,15909.0000,0.0000,0.0000,80.0000,2895.0000,410.0000,5145.0000,50.0000,543.0000,0.0000,0.0000,490.0000,253.0000,690.0000,16945.0000,690.0000,16374.0000,240.0000,539.0000,920.0000,86763.0000,1239982.0000,0.0000,0.0000,870.0000,53180.0000,30.0000,68.0000,780.0000,4575.0000,590.0000,566.0000,920.0000,9047.0000,920.0000,8994.0000,580.0000,8621.0000,0.0000,0.0000,20.0000,3.0000,0.0000,0.0000,170.0000,1827.0000,860.0000,43327.0000,70.0000,7247.0000,1110.0000,93689.0000,1620.0000,1724827.0000,1620.0000,468296.0000,60.0000,763.0000,0.0000,0.0000,600.0000,2218.0000,520.0000,185.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,640.0000,8499.0000,0.0000,0.0000,0.0000,0.0000,1550.0000,415921.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,240.0000,738.0000,1620.0000,464700.0000,1620.0000,495210.0000,870.0000,3676.0000,1390.0000,14228.0000,1010.0000,108830.0000,580.0000,34695.0000,290.0000,8877.0000,310.0000,23312.0000
05,AR,02,0,343220.0000,158950.0000,119580.0000,55690.0000,323480.0000,9350.0000,170320.0000,233500.0000,10690.0000,650680.0000,5300.0000,3370.0000,1950.0000,1100.0000,66780.0000,87390.0000,26406724.000,337390.0000,26613033.000,272160.0000,15899126.000,86580.0000,167467.0000,53430.0000,705993.0000,50710.0000,594331.0000,8300.0000,9609.0000,62240.0000,609047.0000,55610.0000,2850385.0000,32620.0000,772119.0000,68300.0000,1895781.0000,5772.0000,17690.0000,163306.0000,56180.0000,969228.0000,20190.0000,2429756.0000,70730.0000,206309.0000,7580.0000,1954.0000,1060.0000,27699.0000,7220.0000,54683.0000,4230.0000,21036.0000,10500.0000,8910.0000,103210.0000,41368.0000,309800.0000,5598204.0000,309800.0000,5481819.0000,56680.0000,116380.0000,24570.0000,1029380.0000,8485706.0000,6800.0000,115831.0000,21200.0000,347378.0000,2980.0000,6353.0000,20930.0000,77330.0000,17660.0000,11183.0000,24300.0000,176555.0000,24450.0000,177525.0000,17600.0000,158077.0000,270.0000,1807.0000,970.0000,868.0000,1940.0000,3443.0000,1470.0000,26141.0000,21490.0000,483872.0000,1530.0000,50950.0000,48580.0000,431083.0000,265280.0000,19687284.000,264090.0000,3568834.0000,290.0000,4135.0000,3970.0000,5518.0000,78230.0000,82351.0000,16070.0000,5958.0000,840.0000,1141.0000,17780.0000,18316.0000,25150.0000,4675.0000,23630.0000,16408.0000,4800.0000,11704.0000,45530.0000,126453.0000,10280.0000,59772.0000,11010.0000,61000.0000,327240.0000,4247530.0000,87970.0000,196654.0000,71990.0000,153211.0000,92020.0000,289526.0000,13600.0000,11872.0000,6310.0000,5737.0000,3390.0000,17610.0000,15280.0000,30623.0000,3360.0000,19087.0000,27120.0000,45691.0000,286020.0000,798029.0000,253590.0000,3485857.0000,270860.0000,3730028.0000,7480.0000,14614.0000,10010.0000,85824.0000,76470.0000,525857.0000,256950.0000,1039013.0000,251910.0000,882953.0000,6310.0000,154679.0000
05,AR,02,1,8810.0000,5710.0000,1560.0000,1300.0000,7540.0000,530.0000,3600.0000,5790.0000,140.0000,14310.0000,70.0000,70.0000,0.0000,0.0000,1820.0000,2210.0000,-212371.0000,2990.0000,-210063.0000,860.0000,36586.0000,1060.0000,2315.0000,600.0000,2678.0000,560.0000,1946.0000,30.0000,45.0000,1760.0000,-33071.0000,930.0000,14999.0000,250.0000,3651.0000,430.0000,5987.0000,357.0000,170.0000,1780.0000,0.0000,0.0000,700.0000,-93941.0000,610.0000,2308.0000,0.0000,0.0000,0.0000,0.0000,140.0000,823.0000,0.0000,0.0000,100.0000,104.0000,1410.0000,502.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,37.0000,0.0000,0.0000,20.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,340.0000,776.0000,350.0000,2950.0000,370.0000,2623.0000,5880.0000,38480.0000,1080.0000,2469.0000,1020.0000,2313.0000,1950.0000,7169.0000,240.0000,223.0000,310.0000,394.0000,380.0000,4246.0000,0.0000,0.0000,370.0000,4578.0000,2020.0000,3461.0000,6790.0000,16373.0000,20.0000,18.0000,440.0000,952.0000,0.0000,0.0000,0.0000,0.0000,140.0000,303.0000,5800.0000,37626.0000,5740.0000,35480.0000,80.0000,1269.0000
05,AR,02,2,39180.0000,29470.0000,3350.0000,5640.0000,36250.0000,1450.0000,16400.0000,28210.0000,670.0000,48120.0000,880.0000,590.0000,290.0000,340.0000,8540.0000,7210.0000,209625.0000,39170.0000,213810.0000,27280.0000,155819.0000,4530.0000,1748.0000,2260.0000,2487.0000,2070.0000,1664.0000,90.0000,58.0000,8170.0000,25015.0000,2260.0000,2280.0000,1550.0000,6500.0000,3570.0000,17785.0000,289.0000,1480.0000,10276.0000,160.0000,596.0000,440.0000,-2716.0000,7190.0000,4185.0000,60.0000,13.0000,0.0000,0.0000,270.0000,781.0000,70.0000,253.0000,240.0000,229.0000,5110.0000,1564.0000,38900.0000,516425.0000,38900.0000,505528.0000,5650.0000,10898.0000,270.0000,5363.0000,1365.0000,200.0000,3229.0000,70.0000,165.0000,130.0000,89.0000,120.0000,316.0000,110.0000,39.0000,240.0000,548.0000,240.0000,578.0000,100.0000,831.0000,0.0000,0.0000,0.0000,0.0000,30.0000,47.0000,0.0000,0.0000,140.0000,252.0000,0.0000,0.0000,70.0000,16.0000,700.0000,1794.0000,630.0000,211.0000,0.0000,0.0000,110.0000,41.0000,160.0000,23.0000,80.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6710.0000,4871.0000,900.0000,6031.0000,950.0000,5732.0000,33770.0000,89940.0000,20700.0000,31185.0000,20180.0000,27483.0000,7050.0000,24643.0000,1470.0000,1296.0000,710.0000,550.0000,840.0000,6272.0000,530.0000,838.0000,830.0000,6823.0000,4970.0000,8122.0000,26210.0000,58501.0000,600.0000,191.0000,7680.0000,5219.0000,0.0000,0.0000,0.0000,0.0000,1850.0000,920.0000,33190.0000,85637.0000,33080.0000,85433.0000,150.0000,198.0000
05,AR,02,3,70830.0000,43270.0000,8100.0000,17880.0000,67410.0000,1550.0000,30930.0000,58530.0000,1510.0000,114110.0000,1480.0000,1000.0000,470.0000,540.0000,22060.0000,13160.0000,1218560.0000,70830.0000,1233402.0000,54550.0000,914625.0000,8560.0000,4743.0000,3840.0000,7158.0000,3540.0000,4880.0000,210.0000,164.0000,14670.0000,93141.0000,4050.0000,10088.0000,3480.0000,28344.0000,9260.0000,100487.0000,573.0000,6830.0000,65502.0000,5970.0000,12573.0000,910.0000,-1690.0000,13070.0000,14842.0000,360.0000,85.0000,0.0000,0.0000,580.0000,1963.0000,290.0000,812.0000,800.0000,729.0000,12540.0000,3939.0000,70060.0000,1106692.0000,70060.0000,1087163.0000,10060.0000,19528.0000,760.0000,17727.0000,13777.0000,610.0000,10121.0000,310.0000,606.0000,360.0000,319.0000,420.0000,909.0000,430.0000,241.0000,720.0000,1843.0000,730.0000,1872.0000,320.0000,2043.0000,0.0000,0.0000,0.0000,0.0000,60.0000,210.0000,0.0000,0.0000,540.0000,2586.0000,30.0000,347.0000,4450.0000,2766.0000,41480.0000,219393.0000,41120.0000,22073.0000,0.0000,0.0000,390.0000,149.0000,10690.0000,3100.0000,300.0000,7.0000,30.0000,9.0000,3340.0000,1612.0000,5570.0000,916.0000,1500.0000,471.0000,200.0000,70.0000,11340.0000,18377.0000,2720.0000,15635.0000,2780.0000,14785.0000,67300.0000,266350.0000,42590.0000,108648.0000,35550.0000,91782.0000,19550.0000,64970.0000,3400.0000,2876.0000,2050.0000,1465.0000,1330.0000,3959.0000,2770.0000,6488.0000,1350.0000,4261.0000,7490.0000,12447.0000,59870.0000,147710.0000,35650.0000,18973.0000,43970.0000,37930.0000,0.0000,0.0000,0.0000,0.0000,5400.0000,5262.0000,63510.0000,233644.0000,63300.0000,232861.0000,290.0000,664.0000
05,AR,02,4,84260.0000,43590.0000,17200.0000,20260.0000,80070.0000,1880.0000,37690.0000,64710.0000,2470.0000,150560.0000,1800.0000,1230.0000,580.0000,220.0000,21010.0000,17050.0000,3041043.0000,84260.0000,3063605.0000,72800.0000,2509999.0000,13400.0000,7077.0000,6660.0000,14367.0000,6230.0000,9992.0000,730.0000,609.0000,11690.0000,72689.0000,7190.0000,24679.0000,5100.0000,57422.0000,13680.0000,229015.0000,904.0000,4380.0000,42601.0000,13120.0000,97948.0000,1700.0000,6962.0000,13250.0000,22562.0000,1430.0000,343.0000,30.0000,254.0000,1010.0000,3909.0000,1000.0000,3363.0000,2520.0000,2170.0000,22380.0000,7613.0000,82090.0000,1390040.0000,82090.0000,1366744.0000,11530.0000,23296.0000,2170.0000,52976.0000,83202.0000,1490.0000,22822.0000,1430.0000,2887.0000,650.0000,836.0000,1440.0000,2943.0000,1370.0000,691.0000,2110.0000,6740.0000,2140.0000,6945.0000,1170.0000,7575.0000,0.0000,0.0000,40.0000,55.0000,350.0000,790.0000,30.0000,50.0000,1730.0000,12173.0000,120.0000,1744.0000,8650.0000,12748.0000,83130.0000,1583061.0000,82580.0000,170470.0000,0.0000,0.0000,1570.0000,918.0000,26740.0000,14668.0000,1320.0000,53.0000,170.0000,182.0000,5460.0000,5742.0000,15490.0000,3087.0000,6880.0000,4096.0000,1090.0000,1127.0000,7620.0000,18139.0000,4080.0000,22242.0000,4150.0000,21399.0000,82010.0000,363001.0000,22640.0000,53774.0000,15200.0000,31610.0000,23990.0000,74197.0000,3260.0000,2811.0000,2420.0000,2181.0000,520.0000,1891.0000,3700.0000,8036.0000,490.0000,2022.0000,5390.0000,8691.0000,79920.0000,206998.0000,78650.0000,155802.0000,79730.0000,175540.0000,0.0000,0.0000,0.0000,0.0000,14830.0000,18606.0000,68910.0000,205950.0000,68540.0000,204611.0000,510.0000,1269.0000
05,AR,02,5,47270.0000,20280.0000,18690.0000,6440.0000,44560.0000,1200.0000,24220.0000,31310.0000,1680.0000,92320.0000,600.0000,310.0000,300.0000,0.0000,7140.0000,14080.0000,2905425.0000,47270.0000,2925688.0000,39290.0000,2189707.0000,12790.0000,8217.0000,7330.0000,20735.0000,6910.0000,14030.0000,1360.0000,1249.0000,7130.0000,62545.0000,7420.0000,40064.0000,5180.0000,75299.0000,12100.0000,303502.0000,784.0000,1960.0000,17513.0000,11210.0000,184687.0000,1810.0000,16886.0000,9770.0000,20263.0000,1540.0000,379.0000,50.0000,408.0000,760.0000,3960.0000,820.0000,3617.0000,2310.0000,2031.0000,18070.0000,6945.0000,44300.0000,842081.0000,44300.0000,823042.0000,9450.0000,19039.0000,2970.0000,74587.0000,186673.0000,1460.0000,23680.0000,2380.0000,6730.0000,520.0000,994.0000,2300.0000,4805.0000,2010.0000,1059.0000,2920.0000,12749.0000,2950.0000,12887.0000,1990.0000,12923.0000,40.0000,201.0000,90.0000,156.0000,630.0000,1060.0000,30.0000,26.0000,2460.0000,20692.0000,160.0000,2666.0000,7080.0000,15762.0000,47170.0000,1968163.0000,47050.0000,234558.0000,0.0000,0.0000,880.0000,1163.0000,12530.0000,10658.0000,1950.0000,142.0000,110.0000,184.0000,3090.0000,3724.0000,4090.0000,672.0000,4340.0000,3160.0000,1110.0000,2087.0000,4930.0000,13920.0000,1360.0000,8395.0000,1500.0000,8937.0000,46440.0000,303739.0000,960.0000,578.0000,40.0000,23.0000,12010.0000,38584.0000,1650.0000,1473.0000,580.0000,747.0000,180.0000,766.0000,1860.0000,3872.0000,170.0000,863.0000,3000.0000,4810.0000,45400.0000,127726.0000,46480.0000,223900.0000,46650.0000,239724.0000,0.0000,0.0000,0.0000,0.0000,13440.0000,26384.0000,33720.0000,90224.0000,33260.0000,88765.0000,600.0000,1442.0000
05,AR,02,6,29800.0000,8110.0000,18730.0000,2310.0000,28090.0000,820.0000,16710.0000,17990.0000,1200.0000,67270.0000,240.0000,100.0000,150.0000,0.0000,3210.0000,10530.0000,2583213.0000,29800.0000,2601037.0000,24440.0000,1837874.0000,11090.0000,9244.0000,6730.0000,24911.0000,6360.0000,17832.0000,1630.0000,1719.0000,5140.0000,52449.0000,6850.0000,54814.0000,4500.0000,88090.0000,9430.0000,299536.0000,758.0000,1240.0000,11304.0000,8580.0000,187796.0000,1860.0000,24957.0000,7160.0000,17824.0000,1250.0000,341.0000,50.0000,521.0000,690.0000,4172.0000,580.0000,3003.0000,1640.0000,1309.0000,13560.0000,6033.0000,26780.0000,588995.0000,26780.0000,574216.0000,7040.0000,14779.0000,3020.0000,78372.0000,264452.0000,1060.0000,17040.0000,2630.0000,10331.0000,360.0000,794.0000,2580.0000,5824.0000,2150.0000,917.0000,2990.0000,17053.0000,3010.0000,17179.0000,2230.0000,14839.0000,30.0000,134.0000,80.0000,94.0000,680.0000,1186.0000,70.0000,97.0000,2550.0000,24253.0000,180.0000,2774.0000,5950.0000,16531.0000,29780.0000,1893356.0000,29700.0000,241115.0000,0.0000,0.0000,460.0000,957.0000,7020.0000,8329.0000,1980.0000,155.0000,130.0000,207.0000,2180.0000,2589.0000,0.0000,0.0000,3080.0000,2400.0000,790.0000,2304.0000,3650.0000,11552.0000,540.0000,2974.0000,630.0000,3765.0000,29380.0000,281353.0000,0.0000,0.0000,0.0000,0.0000,8440.0000,27183.0000,1250.0000,1078.0000,160.0000,235.0000,70.0000,265.0000,1770.0000,3587.0000,80.0000,348.0000,1700.0000,2800.0000,26900.0000,89561.0000,29400.0000,232787.0000,29500.0000,246159.0000,0.0000,0.0000,0.0000,0.0000,10280.0000,27796.0000,19450.0000,62806.0000,18980.0000,60932.0000,620.0000,1836.0000
05,AR,02,7,45940.0000,6580.0000,37290.0000,1500.0000,43350.0000,1350.0000,27670.0000,22450.0000,2150.0000,117520.0000,230.0000,70.0000,160.0000,0.0000,2750.0000,16530.0000,6233980.0000,45940.0000,6279991.0000,38380.0000,4333730.0000,22510.0000,27005.0000,15510.0000,87682.0000,14810.0000,63420.0000,3570.0000,4525.0000,9290.0000,132222.0000,15880.0000,225346.0000,8710.0000,268555.0000,15260.0000,646070.0000,1424.0000,1360.0000,11936.0000,12800.0000,347134.0000,5600.0000,147458.0000,13460.0000,46011.0000,2530.0000,686.0000,270.0000,4555.0000,1610.0000,12660.0000,1110.0000,6399.0000,2890.0000,2338.0000,23400.0000,11381.0000,38160.0000,919900.0000,38160.0000,897371.0000,10150.0000,22529.0000,7770.0000,249637.0000,1112416.0000,1660.0000,28799.0000,7210.0000,48824.0000,530.0000,1838.0000,7020.0000,19772.0000,5880.0000,3249.0000,7730.0000,63409.0000,7770.0000,63574.0000,6030.0000,48370.0000,100.0000,447.0000,310.0000,340.0000,190.0000,150.0000,240.0000,1274.0000,6910.0000,95704.0000,410.0000,10465.0000,13100.0000,57188.0000,45910.0000,4996053.0000,45870.0000,732617.0000,0.0000,0.0000,450.0000,1619.0000,13750.0000,17387.0000,5370.0000,745.0000,310.0000,477.0000,3710.0000,4649.0000,0.0000,0.0000,5990.0000,4794.0000,1280.0000,4703.0000,6840.0000,26402.0000,330.0000,1545.0000,530.0000,3044.0000,45510.0000,758240.0000,0.0000,0.0000,0.0000,0.0000,14870.0000,44923.0000,2330.0000,2115.0000,80.0000,165.0000,70.0000,211.0000,3710.0000,6833.0000,70.0000,192.0000,2550.0000,5360.0000,36920.0000,138039.0000,45690.0000,715230.0000,45760.0000,746346.0000,370.0000,129.0000,140.0000,52.0000,20680.0000,94511.0000,25160.0000,105847.0000,23850.0000,97176.0000,1680.0000,8672.0000
05,AR,02,8,13500.0000,1570.0000,11510.0000,290.0000,12750.0000,460.0000,9850.0000,3920.0000,670.0000,36330.0000,0.0000,0.0000,0.0000,0.0000,250.0000,5180.0000,3897550.0000,13500.0000,3942542.0000,11450.0000,2358382.0000,9390.0000,26159.0000,7680.0000,107204.0000,7470.0000,84480.0000,610.0000,1059.0000,3230.0000,118038.0000,8040.0000,344414.0000,3110.0000,181021.0000,3890.0000,235686.0000,487.0000,240.0000,2196.0000,3530.0000,111561.0000,4640.0000,392107.0000,4360.0000,44992.0000,380.0000,99.0000,410.0000,11842.0000,1380.0000,15561.0000,260.0000,2489.0000,0.0000,0.0000,5830.0000,2929.0000,8290.0000,203880.0000,8290.0000,198461.0000,2400.0000,5419.0000,5210.0000,220536.0000,1580449.0000,300.0000,8606.0000,4920.0000,78151.0000,280.0000,950.0000,4810.0000,21641.0000,3910.0000,2890.0000,5190.0000,50388.0000,5210.0000,50474.0000,4070.0000,45212.0000,70.0000,533.0000,300.0000,188.0000,0.0000,0.0000,480.0000,3490.0000,4850.0000,96366.0000,330.0000,13761.0000,6870.0000,81865.0000,13490.0000,3388286.0000,13490.0000,652843.0000,60.0000,445.0000,90.0000,665.0000,5440.0000,6444.0000,3420.0000,1099.0000,90.0000,82.0000,0.0000,0.0000,0.0000,0.0000,1840.0000,1487.0000,290.0000,1196.0000,2810.0000,18785.0000,0.0000,0.0000,100.0000,715.0000,13370.0000,629846.0000,0.0000,0.0000,0.0000,0.0000,4160.0000,7857.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,940.0000,969.0000,0.0000,0.0000,0.0000,0.0000,3640.0000,11939.0000,13480.0000,646345.0000,13500.0000,680904.0000,4830.0000,3913.0000,6690.0000,8521.0000,7810.0000,107237.0000,5650.0000,55461.0000,4420.0000,37609.0000,1460.0000,17777.0000
05,AR,02,9,3630.0000,370.0000,3150.0000,70.0000,3460.0000,110.0000,3250.0000,590.0000,200.0000,10140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1440.0000,6529699.0000,3630.0000,6563021.0000,3110.0000,1562404.0000,3250.0000,80959.0000,2820.0000,438771.0000,2760.0000,396087.0000,70.0000,181.0000,1160.0000,86019.0000,2990.0000,2133701.0000,740.0000,63237.0000,680.0000,57713.0000,196.0000,30.0000,198.0000,810.0000,26933.0000,2530.0000,1939733.0000,1860.0000,33322.0000,30.0000,8.0000,250.0000,10119.0000,780.0000,10854.0000,100.0000,1100.0000,0.0000,0.0000,910.0000,462.0000,1220.0000,30191.0000,1220.0000,29294.0000,400.0000,892.0000,2400.0000,330182.0000,5243372.0000,20.0000,1534.0000,2250.0000,199684.0000,150.0000,533.0000,2240.0000,21120.0000,1800.0000,2097.0000,2400.0000,23825.0000,2400.0000,24016.0000,1690.0000,26284.0000,30.0000,492.0000,150.0000,35.0000,0.0000,0.0000,620.0000,21204.0000,2310.0000,231846.0000,300.0000,19193.0000,2410.0000,244207.0000,3620.0000,5637178.0000,3620.0000,1514910.0000,230.0000,3690.0000,0.0000,0.0000,1900.0000,21742.0000,1650.0000,3752.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,217.0000,1290.0000,13631.0000,0.0000,0.0000,0.0000,0.0000,3580.0000,1516581.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,370.0000,1182.0000,3620.0000,1492611.0000,3630.0000,1597254.0000,2280.0000,10572.0000,3180.0000,77251.0000,2040.0000,244838.0000,1560.0000,161818.0000,740.0000,40086.0000,920.0000,121552.0000
05,AR,03,0,371910.0000,170960.0000,147720.0000,45040.0000,356050.0000,7990.0000,204720.0000,249490.0000,15010.0000,734410.0000,6630.0000,3540.0000,3110.0000,1270.0000,59740.0000,84410.0000,41415849.000,366940.0000,41632592.000,303300.0000,19558703.000,98720.0000,273864.0000,66880.0000,5063694.0000,63920.0000,4869047.0000,6880.0000,7731.0000,64370.0000,784172.0000,69250.0000,10715618.000,32670.0000,770824.0000,59710.0000,1490410.0000,9650.0000,15500.0000,139086.0000,51640.0000,829295.0000,22470.0000,1805324.0000,76410.0000,216743.0000,8630.0000,2276.0000,940.0000,23463.0000,7840.0000,53954.0000,4400.0000,23669.0000,9470.0000,7647.0000,98840.0000,40562.0000,338730.0000,6201104.0000,338730.0000,6088562.0000,54690.0000,112541.0000,24630.0000,4829138.0000,20651797.000,5560.0000,105683.0000,21060.0000,674893.0000,3250.0000,6572.0000,20790.0000,79112.0000,16410.0000,11211.0000,24450.0000,186352.0000,24540.0000,186589.0000,17720.0000,171550.0000,300.0000,2375.0000,1060.0000,1092.0000,1470.0000,2568.0000,1350.0000,23491.0000,20150.0000,4164325.0000,2630.0000,154174.0000,55060.0000,417013.0000,292830.0000,30716432.000,291170.0000,5697897.0000,300.0000,3665.0000,4860.0000,7629.0000,83650.0000,141294.0000,17670.0000,69172.0000,730.0000,1039.0000,16780.0000,16394.0000,29040.0000,5664.0000,24960.0000,17806.0000,4290.0000,9753.0000,51180.0000,141634.0000,12930.0000,79404.0000,13820.0000,81435.0000,352900.0000,7038438.0000,89600.0000,188677.0000,70310.0000,140186.0000,103250.0000,332106.0000,12740.0000,10685.0000,8060.0000,7366.0000,1170.0000,2102.0000,13000.0000,25038.0000,1380.0000,2735.0000,29680.0000,51311.0000,305450.0000,876940.0000,281290.0000,5556039.0000,298760.0000,6296230.0000,11990.0000,22130.0000,13990.0000,556612.0000,84160.0000,592891.0000,276140.0000,1327813.0000,270960.0000,876853.0000,6600.0000,372603.0000
05,AR,03,1,8520.0000,4920.0000,2240.0000,1130.0000,7320.0000,530.0000,4320.0000,4880.0000,180.0000,14860.0000,150.0000,100.0000,50.0000,0.0000,1190.0000,2810.0000,-314013.0000,3550.0000,-310413.0000,990.0000,46590.0000,1560.0000,4235.0000,770.0000,3484.0000,710.0000,2499.0000,30.0000,51.0000,1800.0000,-32742.0000,1320.0000,23630.0000,360.0000,3890.0000,510.0000,6163.0000,807.0000,170.0000,1746.0000,0.0000,0.0000,900.0000,-95286.0000,820.0000,3600.0000,0.0000,0.0000,0.0000,0.0000,210.0000,1247.0000,30.0000,164.0000,70.0000,85.0000,1530.0000,592.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,105.0000,0.0000,0.0000,30.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,510.0000,1374.0000,500.0000,4311.0000,520.0000,4004.0000,5450.0000,26815.0000,1120.0000,2168.0000,1030.0000,1886.0000,2090.0000,7541.0000,190.0000,173.0000,440.0000,500.0000,40.0000,317.0000,0.0000,0.0000,40.0000,375.0000,1910.0000,3513.0000,6720.0000,17097.0000,30.0000,98.0000,650.0000,1805.0000,30.0000,30.0000,0.0000,0.0000,220.0000,585.0000,5340.0000,25745.0000,5230.0000,21638.0000,140.0000,2861.0000
